,,,-99.155142903E-3,1.1600001,,,,,-99.155142903E-3,1.2400001,,,,,-99.155142903E-3,2.4800003,,,,,-99.155142903E-3,2.6400001,,,,,-99.155142903E-3,520.000040531E-3,,,,,-99.155142903E-3,600.000023842E-3,,,,,-99.155142903E-3,2.4400001,,,,,-99.155142903E-3,2.6000001,
,,,-99.116742611E-3,1.3200001,,,,,-99.116742611E-3,1.2400001,,,,,-99.116742611E-3,2.72000027,,,,,-99.116742611E-3,2.6400001,,,,,-99.116742611E-3,760.000050068E-3,,,,,-99.116742611E-3,600.000023842E-3,,,,,-99.116742611E-3,2.6800003,,,,,-99.116742611E-3,2.6000001,
,,,-99.078342319E-3,1.1600001,,,,,-99.078342319E-3,1.2400001,,,,,-99.078342319E-3,2.4800003,,,,,-99.078342319E-3,2.6400001,,,,,-99.078342319E-3,520.000040531E-3,,,,,-99.078342319E-3,600.000023842E-3,,,,,-99.078342319E-3,2.4400001,,,,,-99.078342319E-3,2.5200002,
,,,-99.039942026E-3,1.3200001,,,,,-99.039942026E-3,1.2400001,,,,,-99.039942026E-3,2.72000027,,,,,-99.039942026E-3,2.6400001,,,,,-99.039942026E-3,760.000050068E-3,,,,,-99.039942026E-3,600.000023842E-3,,,,,-99.039942026E-3,2.6800003,,,,,-99.039942026E-3,2.5200002,
,,,-99.001534283E-3,1.1600001,,,,,-99.001534283E-3,1.2400001,,,,,-99.001534283E-3,2.4800003,,,,,-99.001534283E-3,2.6400001,,,,,-99.001534283E-3,520.000040531E-3,,,,,-99.001534283E-3,680.000066757E-3,,,,,-99.001534283E-3,2.4400001,,,,,-99.001534283E-3,2.6000001,
,,,-98.963133991E-3,1.3200001,,,,,-98.963133991E-3,1.2400001,,,,,-98.963133991E-3,2.72000027,,,,,-98.963133991E-3,2.6400001,,,,,-98.963133991E-3,760.000050068E-3,,,,,-98.963133991E-3,600.000023842E-3,,,,,-98.963133991E-3,2.6800003,,,,,-98.963133991E-3,2.5200002,
,,,-98.924733698E-3,1.1600001,,,,,-98.924733698E-3,1.2400001,,,,,-98.924733698E-3,2.4800003,,,,,-98.924733698E-3,2.6400001,,,,,-98.924733698E-3,520.000040531E-3,,,,,-98.924733698E-3,600.000023842E-3,,,,,-98.924733698E-3,2.4400001,,,,,-98.924733698E-3,2.5200002,
,,,-98.886325955E-3,1.3200001,,,,,-98.886325955E-3,1.2400001,,,,,-98.886325955E-3,2.72000027,,,,,-98.886325955E-3,2.5600002,,,,,-98.886325955E-3,760.000050068E-3,,,,,-98.886325955E-3,600.000023842E-3,,,,,-98.886325955E-3,2.6800003,,,,,-98.886325955E-3,2.5200002,
,,,-98.847925663E-3,1.1600001,,,,,-98.847925663E-3,1.2400001,,,,,-98.847925663E-3,2.4800003,,,,,-98.847925663E-3,2.6400001,,,,,-98.847925663E-3,520.000040531E-3,,,,,-98.847925663E-3,680.000066757E-3,,,,,-98.847925663E-3,2.4400001,,,,,-98.847925663E-3,2.5200002,
,,,-98.809525371E-3,1.4000001,,,,,-98.809525371E-3,1.2400001,,,,,-98.809525371E-3,2.72000027,,,,,-98.809525371E-3,2.6400001,,,,,-98.809525371E-3,760.000050068E-3,,,,,-98.809525371E-3,680.000066757E-3,,,,,-98.809525371E-3,2.6800003,,,,,-98.809525371E-3,2.5200002,
,,,-98.771125078E-3,1.1600001,,,,,-98.771125078E-3,1.2400001,,,,,-98.771125078E-3,2.4800003,,,,,-98.771125078E-3,2.6400001,,,,,-98.771125078E-3,520.000040531E-3,,,,,-98.771125078E-3,680.000066757E-3,,,,,-98.771125078E-3,2.4400001,,,,,-98.771125078E-3,2.6000001,
,,,-98.732717335E-3,1.3200001,,,,,-98.732717335E-3,1.2400001,,,,,-98.732717335E-3,2.72000027,,,,,-98.732717335E-3,2.6400001,,,,,-98.732717335E-3,760.000050068E-3,,,,,-98.732717335E-3,600.000023842E-3,,,,,-98.732717335E-3,2.6800003,,,,,-98.732717335E-3,2.5200002,
,,,-98.694317043E-3,1.1600001,,,,,-98.694317043E-3,1.3200001,,,,,-98.694317043E-3,2.4800003,,,,,-98.694317043E-3,2.6400001,,,,,-98.694317043E-3,520.000040531E-3,,,,,-98.694317043E-3,600.000023842E-3,,,,,-98.694317043E-3,2.4400001,,,,,-98.694317043E-3,2.5200002,
,,,-98.655916750E-3,1.4000001,,,,,-98.655916750E-3,1.3200001,,,,,-98.655916750E-3,2.72000027,,,,,-98.655916750E-3,2.6400001,,,,,-98.655916750E-3,760.000050068E-3,,,,,-98.655916750E-3,680.000066757E-3,,,,,-98.655916750E-3,2.6800003,,,,,-98.655916750E-3,2.6000001,
,,,-98.617509007E-3,1.1600001,,,,,-98.617509007E-3,1.2400001,,,,,-98.617509007E-3,2.4800003,,,,,-98.617509007E-3,2.6400001,,,,,-98.617509007E-3,520.000040531E-3,,,,,-98.617509007E-3,680.000066757E-3,,,,,-98.617509007E-3,2.4400001,,,,,-98.617509007E-3,2.5200002,
,,,-98.579108715E-3,1.4000001,,,,,-98.579108715E-3,1.2400001,,,,,-98.579108715E-3,2.72000027,,,,,-98.579108715E-3,2.6400001,,,,,-98.579108715E-3,760.000050068E-3,,,,,-98.579108715E-3,600.000023842E-3,,,,,-98.579108715E-3,2.6800003,,,,,-98.579108715E-3,2.5200002,
,,,-98.540708423E-3,1.1600001,,,,,-98.540708423E-3,1.3200001,,,,,-98.540708423E-3,2.4800003,,,,,-98.540708423E-3,2.6400001,,,,,-98.540708423E-3,520.000040531E-3,,,,,-98.540708423E-3,600.000023842E-3,,,,,-98.540708423E-3,2.4400001,,,,,-98.540708423E-3,2.5200002,
,,,-98.502300680E-3,1.4000001,,,,,-98.502300680E-3,1.3200001,,,,,-98.502300680E-3,2.72000027,,,,,-98.502300680E-3,2.6400001,,,,,-98.502300680E-3,760.000050068E-3,,,,,-98.502300680E-3,600.000023842E-3,,,,,-98.502300680E-3,2.6800003,,,,,-98.502300680E-3,2.5200002,
,,,-98.463900387E-3,1.2400001,,,,,-98.463900387E-3,1.3200001,,,,,-98.463900387E-3,2.4800003,,,,,-98.463900387E-3,2.6400001,,,,,-98.463900387E-3,600.000023842E-3,,,,,-98.463900387E-3,600.000023842E-3,,,,,-98.463900387E-3,2.4400001,,,,,-98.463900387E-3,2.5200002,
,,,-98.425500095E-3,1.4000001,,,,,-98.425500095E-3,1.2400001,,,,,-98.425500095E-3,2.72000027,,,,,-98.425500095E-3,2.6400001,,,,,-98.425500095E-3,840.000033379E-3,,,,,-98.425500095E-3,680.000066757E-3,,,,,-98.425500095E-3,2.6800003,,,,,-98.425500095E-3,2.5200002,
,,,-98.387099802E-3,1.2400001,,,,,-98.387099802E-3,1.3200001,,,,,-98.387099802E-3,2.4800003,,,,,-98.387099802E-3,2.6400001,,,,,-98.387099802E-3,600.000023842E-3,,,,,-98.387099802E-3,680.000066757E-3,,,,,-98.387099802E-3,2.4400001,,,,,-98.387099802E-3,2.5200002,
,,,-98.348692060E-3,1.4000001,,,,,-98.348692060E-3,1.3200001,,,,,-98.348692060E-3,2.72000027,,,,,-98.348692060E-3,2.6400001,,,,,-98.348692060E-3,840.000033379E-3,,,,,-98.348692060E-3,680.000066757E-3,,,,,-98.348692060E-3,2.6800003,,,,,-98.348692060E-3,2.5200002,
,,,-98.310291767E-3,1.2400001,,,,,-98.310291767E-3,1.3200001,,,,,-98.310291767E-3,2.4800003,,,,,-98.310291767E-3,2.5600002,,,,,-98.310291767E-3,600.000023842E-3,,,,,-98.310291767E-3,680.000066757E-3,,,,,-98.310291767E-3,2.4400001,,,,,-98.310291767E-3,2.5200002,
,,,-98.271891475E-3,1.4000001,,,,,-98.271891475E-3,1.2400001,,,,,-98.271891475E-3,2.72000027,,,,,-98.271891475E-3,2.6400001,,,,,-98.271891475E-3,840.000033379E-3,,,,,-98.271891475E-3,680.000066757E-3,,,,,-98.271891475E-3,2.6800003,,,,,-98.271891475E-3,2.6000001,
,,,-98.233483732E-3,1.2400001,,,,,-98.233483732E-3,1.3200001,,,,,-98.233483732E-3,2.4800003,,,,,-98.233483732E-3,2.6400001,,,,,-98.233483732E-3,600.000023842E-3,,,,,-98.233483732E-3,680.000066757E-3,,,,,-98.233483732E-3,2.4400001,,,,,-98.233483732E-3,2.5200002,
,,,-98.195083439E-3,1.4000001,,,,,-98.195083439E-3,1.3200001,,,,,-98.195083439E-3,2.72000027,,,,,-98.195083439E-3,2.6400001,,,,,-98.195083439E-3,840.000033379E-3,,,,,-98.195083439E-3,680.000066757E-3,,,,,-98.195083439E-3,2.6800003,,,,,-98.195083439E-3,2.6000001,
,,,-98.156683147E-3,1.2400001,,,,,-98.156683147E-3,1.3200001,,,,,-98.156683147E-3,2.4800003,,,,,-98.156683147E-3,2.6400001,,,,,-98.156683147E-3,600.000023842E-3,,,,,-98.156683147E-3,680.000066757E-3,,,,,-98.156683147E-3,2.4400001,,,,,-98.156683147E-3,2.5200002,
,,,-98.118275404E-3,1.4000001,,,,,-98.118275404E-3,1.3200001,,,,,-98.118275404E-3,2.72000027,,,,,-98.118275404E-3,2.5600002,,,,,-98.118275404E-3,840.000033379E-3,,,,,-98.118275404E-3,680.000066757E-3,,,,,-98.118275404E-3,2.6800003,,,,,-98.118275404E-3,2.6000001,
,,,-98.079875112E-3,1.2400001,,,,,-98.079875112E-3,1.3200001,,,,,-98.079875112E-3,2.4800003,,,,,-98.079875112E-3,2.6400001,,,,,-98.079875112E-3,600.000023842E-3,,,,,-98.079875112E-3,680.000066757E-3,,,,,-98.079875112E-3,2.4400001,,,,,-98.079875112E-3,2.5200002,
,,,-98.041474819E-3,1.4000001,,,,,-98.041474819E-3,1.3200001,,,,,-98.041474819E-3,2.72000027,,,,,-98.041474819E-3,2.6400001,,,,,-98.041474819E-3,840.000033379E-3,,,,,-98.041474819E-3,680.000066757E-3,,,,,-98.041474819E-3,2.6800003,,,,,-98.041474819E-3,2.6000001,
,,,-98.003074527E-3,1.2400001,,,,,-98.003074527E-3,1.3200001,,,,,-98.003074527E-3,2.4800003,,,,,-98.003074527E-3,2.6400001,,,,,-98.003074527E-3,600.000023842E-3,,,,,-98.003074527E-3,680.000066757E-3,,,,,-98.003074527E-3,2.4400001,,,,,-98.003074527E-3,2.5200002,
,,,-97.964666784E-3,1.4000001,,,,,-97.964666784E-3,1.3200001,,,,,-97.964666784E-3,2.72000027,,,,,-97.964666784E-3,2.6400001,,,,,-97.964666784E-3,840.000033379E-3,,,,,-97.964666784E-3,680.000066757E-3,,,,,-97.964666784E-3,2.6800003,,,,,-97.964666784E-3,2.5200002,
,,,-97.926266491E-3,1.2400001,,,,,-97.926266491E-3,1.3200001,,,,,-97.926266491E-3,2.4800003,,,,,-97.926266491E-3,2.6400001,,,,,-97.926266491E-3,600.000023842E-3,,,,,-97.926266491E-3,680.000066757E-3,,,,,-97.926266491E-3,2.4400001,,,,,-97.926266491E-3,2.5200002,
,,,-97.887866199E-3,1.4000001,,,,,-97.887866199E-3,1.3200001,,,,,-97.887866199E-3,2.72000027,,,,,-97.887866199E-3,2.5600002,,,,,-97.887866199E-3,840.000033379E-3,,,,,-97.887866199E-3,680.000066757E-3,,,,,-97.887866199E-3,2.6800003,,,,,-97.887866199E-3,2.5200002,
,,,-97.849458456E-3,1.2400001,,,,,-97.849458456E-3,1.4000001,,,,,-97.849458456E-3,2.4800003,,,,,-97.849458456E-3,2.6400001,,,,,-97.849458456E-3,600.000023842E-3,,,,,-97.849458456E-3,680.000066757E-3,,,,,-97.849458456E-3,2.4400001,,,,,-97.849458456E-3,2.5200002,
,,,-97.811058164E-3,1.4000001,,,,,-97.811058164E-3,1.3200001,,,,,-97.811058164E-3,2.72000027,,,,,-97.811058164E-3,2.5600002,,,,,-97.811058164E-3,840.000033379E-3,,,,,-97.811058164E-3,680.000066757E-3,,,,,-97.811058164E-3,2.6800003,,,,,-97.811058164E-3,2.5200002,
,,,-97.772657871E-3,1.2400001,,,,,-97.772657871E-3,1.4000001,,,,,-97.772657871E-3,2.4800003,,,,,-97.772657871E-3,2.6400001,,,,,-97.772657871E-3,600.000023842E-3,,,,,-97.772657871E-3,680.000066757E-3,,,,,-97.772657871E-3,2.4400001,,,,,-97.772657871E-3,2.5200002,
,,,-97.734257579E-3,1.4800001,,,,,-97.734257579E-3,1.4000001,,,,,-97.734257579E-3,2.72000027,,,,,-97.734257579E-3,2.6400001,,,,,-97.734257579E-3,840.000033379E-3,,,,,-97.734257579E-3,680.000066757E-3,,,,,-97.734257579E-3,2.6800003,,,,,-97.734257579E-3,2.6000001,
,,,-97.695849836E-3,1.2400001,,,,,-97.695849836E-3,1.4000001,,,,,-97.695849836E-3,2.4800003,,,,,-97.695849836E-3,2.6400001,,,,,-97.695849836E-3,600.000023842E-3,,,,,-97.695849836E-3,680.000066757E-3,,,,,-97.695849836E-3,2.4400001,,,,,-97.695849836E-3,2.5200002,
,,,-97.657449543E-3,1.4800001,,,,,-97.657449543E-3,1.3200001,,,,,-97.657449543E-3,2.72000027,,,,,-97.657449543E-3,2.5600002,,,,,-97.657449543E-3,840.000033379E-3,,,,,-97.657449543E-3,680.000066757E-3,,,,,-97.657449543E-3,2.6800003,,,,,-97.657449543E-3,2.5200002,
,,,-97.619049251E-3,1.2400001,,,,,-97.619049251E-3,1.4000001,,,,,-97.619049251E-3,2.4800003,,,,,-97.619049251E-3,2.6400001,,,,,-97.619049251E-3,600.000023842E-3,,,,,-97.619049251E-3,680.000066757E-3,,,,,-97.619049251E-3,2.4400001,,,,,-97.619049251E-3,2.6000001,
,,,-97.580641508E-3,1.4800001,,,,,-97.580641508E-3,1.4000001,,,,,-97.580641508E-3,2.72000027,,,,,-97.580641508E-3,2.5600002,,,,,-97.580641508E-3,840.000033379E-3,,,,,-97.580641508E-3,680.000066757E-3,,,,,-97.580641508E-3,2.6800003,,,,,-97.580641508E-3,2.6000001,
,,,-97.542241216E-3,1.2400001,,,,,-97.542241216E-3,1.4000001,,,,,-97.542241216E-3,2.4800003,,,,,-97.542241216E-3,2.5600002,,,,,-97.542241216E-3,600.000023842E-3,,,,,-97.542241216E-3,680.000066757E-3,,,,,-97.542241216E-3,2.4400001,,,,,-97.542241216E-3,2.6000001,
,,,-97.503840923E-3,1.4800001,,,,,-97.503840923E-3,1.4000001,,,,,-97.503840923E-3,2.72000027,,,,,-97.503840923E-3,2.6400001,,,,,-97.503840923E-3,840.000033379E-3,,,,,-97.503840923E-3,680.000066757E-3,,,,,-97.503840923E-3,2.6800003,,,,,-97.503840923E-3,2.5200002,
,,,-97.465433180E-3,1.3200001,,,,,-97.465433180E-3,1.4000001,,,,,-97.465433180E-3,2.4800003,,,,,-97.465433180E-3,2.6400001,,,,,-97.465433180E-3,600.000023842E-3,,,,,-97.465433180E-3,760.000050068E-3,,,,,-97.465433180E-3,2.4400001,,,,,-97.465433180E-3,2.5200002,
,,,-97.427032888E-3,1.4800001,,,,,-97.427032888E-3,1.4000001,,,,,-97.427032888E-3,2.72000027,,,,,-97.427032888E-3,2.5600002,,,,,-97.427032888E-3,840.000033379E-3,,,,,-97.427032888E-3,680.000066757E-3,,,,,-97.427032888E-3,2.6800003,,,,,-97.427032888E-3,2.6000001,
,,,-97.388632596E-3,1.3200001,,,,,-97.388632596E-3,1.4000001,,,,,-97.388632596E-3,2.4800003,,,,,-97.388632596E-3,2.6400001,,,,,-97.388632596E-3,600.000023842E-3,,,,,-97.388632596E-3,680.000066757E-3,,,,,-97.388632596E-3,2.4400001,,,,,-97.388632596E-3,2.5200002,
,,,-97.350232303E-3,1.4800001,,,,,-97.350232303E-3,1.4000001,,,,,-97.350232303E-3,2.72000027,,,,,-97.350232303E-3,2.6400001,,,,,-97.350232303E-3,840.000033379E-3,,,,,-97.350232303E-3,760.000050068E-3,,,,,-97.350232303E-3,2.6800003,,,,,-97.350232303E-3,2.6000001,
,,,-97.311824560E-3,1.3200001,,,,,-97.311824560E-3,1.4000001,,,,,-97.311824560E-3,2.4800003,,,,,-97.311824560E-3,2.6400001,,,,,-97.311824560E-3,600.000023842E-3,,,,,-97.311824560E-3,760.000050068E-3,,,,,-97.311824560E-3,2.4400001,,,,,-97.311824560E-3,2.6000001,
,,,-97.273424268E-3,1.4800001,,,,,-97.273424268E-3,1.4000001,,,,,-97.273424268E-3,2.72000027,,,,,-97.273424268E-3,2.6400001,,,,,-97.273424268E-3,840.000033379E-3,,,,,-97.273424268E-3,680.000066757E-3,,,,,-97.273424268E-3,2.6800003,,,,,-97.273424268E-3,2.6000001,
,,,-97.235023975E-3,1.3200001,,,,,-97.235023975E-3,1.4000001,,,,,-97.235023975E-3,2.4800003,,,,,-97.235023975E-3,2.5600002,,,,,-97.235023975E-3,600.000023842E-3,,,,,-97.235023975E-3,680.000066757E-3,,,,,-97.235023975E-3,2.4400001,,,,,-97.235023975E-3,2.5200002,
,,,-97.196616232E-3,1.4800001,,,,,-97.196616232E-3,1.4000001,,,,,-97.196616232E-3,2.72000027,,,,,-97.196616232E-3,2.6400001,,,,,-97.196616232E-3,840.000033379E-3,,,,,-97.196616232E-3,680.000066757E-3,,,,,-97.196616232E-3,2.6800003,,,,,-97.196616232E-3,2.5200002,
,,,-97.158215940E-3,1.3200001,,,,,-97.158215940E-3,1.4000001,,,,,-97.158215940E-3,2.4800003,,,,,-97.158215940E-3,2.5600002,,,,,-97.158215940E-3,680.000066757E-3,,,,,-97.158215940E-3,680.000066757E-3,,,,,-97.158215940E-3,2.4400001,,,,,-97.158215940E-3,2.5200002,
,,,-97.119815648E-3,1.4800001,,,,,-97.119815648E-3,1.4000001,,,,,-97.119815648E-3,2.72000027,,,,,-97.119815648E-3,2.5600002,,,,,-97.119815648E-3,840.000033379E-3,,,,,-97.119815648E-3,760.000050068E-3,,,,,-97.119815648E-3,2.6800003,,,,,-97.119815648E-3,2.5200002,
,,,-97.081407905E-3,1.3200001,,,,,-97.081407905E-3,1.4000001,,,,,-97.081407905E-3,2.4800003,,,,,-97.081407905E-3,2.6400001,,,,,-97.081407905E-3,600.000023842E-3,,,,,-97.081407905E-3,680.000066757E-3,,,,,-97.081407905E-3,2.4400001,,,,,-97.081407905E-3,2.6000001,
