,,,-81.221178174E-3,2.3600001,,,,,-81.221178174E-3,2.2800002,,,,,-81.221178174E-3,80.000005662E-3,,,,,-81.221178174E-3,-80.000005662E-3,,,,,-81.221178174E-3,1.5600001,,,,,-81.221178174E-3,1.4000001,,,,,-81.221178174E-3,200.00001788E-3,,,,,-81.221178174E-3,40.00000283E-3,
,,,-81.182777882E-3,2.2000000,,,,,-81.182777882E-3,2.2800002,,,,,-81.182777882E-3,-80.000005662E-3,,,,,-81.182777882E-3,0.0,,,,,-81.182777882E-3,1.4000001,,,,,-81.182777882E-3,1.4000001,,,,,-81.182777882E-3,40.00000283E-3,,,,,-81.182777882E-3,120.0000048E-3,
,,,-81.144370139E-3,2.3600001,,,,,-81.144370139E-3,2.2800002,,,,,-81.144370139E-3,80.000005662E-3,,,,,-81.144370139E-3,-80.000005662E-3,,,,,-81.144370139E-3,1.5600001,,,,,-81.144370139E-3,1.4800001,,,,,-81.144370139E-3,200.00001788E-3,,,,,-81.144370139E-3,120.0000048E-3,
,,,-81.105969846E-3,2.1200001,,,,,-81.105969846E-3,2.2800002,,,,,-81.105969846E-3,-80.000005662E-3,,,,,-81.105969846E-3,0.0,,,,,-81.105969846E-3,1.4000001,,,,,-81.105969846E-3,1.4800001,,,,,-81.105969846E-3,40.00000283E-3,,,,,-81.105969846E-3,120.0000048E-3,
,,,-81.067569554E-3,2.3600001,,,,,-81.067569554E-3,2.2800002,,,,,-81.067569554E-3,80.000005662E-3,,,,,-81.067569554E-3,0.0,,,,,-81.067569554E-3,1.5600001,,,,,-81.067569554E-3,1.4800001,,,,,-81.067569554E-3,200.00001788E-3,,,,,-81.067569554E-3,120.0000048E-3,
,,,-81.029169261E-3,2.2000000,,,,,-81.029169261E-3,2.2800002,,,,,-81.029169261E-3,-80.000005662E-3,,,,,-81.029169261E-3,0.0,,,,,-81.029169261E-3,1.4000001,,,,,-81.029169261E-3,1.4800001,,,,,-81.029169261E-3,40.00000283E-3,,,,,-81.029169261E-3,120.0000048E-3,
,,,-80.990761518E-3,2.3600001,,,,,-80.990761518E-3,2.2800002,,,,,-80.990761518E-3,80.000005662E-3,,,,,-80.990761518E-3,0.0,,,,,-80.990761518E-3,1.5600001,,,,,-80.990761518E-3,1.4800001,,,,,-80.990761518E-3,200.00001788E-3,,,,,-80.990761518E-3,120.0000048E-3,
,,,-80.952361226E-3,2.1200001,,,,,-80.952361226E-3,2.2800002,,,,,-80.952361226E-3,-80.000005662E-3,,,,,-80.952361226E-3,0.0,,,,,-80.952361226E-3,1.4000001,,,,,-80.952361226E-3,1.4800001,,,,,-80.952361226E-3,40.00000283E-3,,,,,-80.952361226E-3,120.0000048E-3,
,,,-80.913960934E-3,2.3600001,,,,,-80.913960934E-3,2.2800002,,,,,-80.913960934E-3,80.000005662E-3,,,,,-80.913960934E-3,0.0,,,,,-80.913960934E-3,1.5600001,,,,,-80.913960934E-3,1.4800001,,,,,-80.913960934E-3,200.00001788E-3,,,,,-80.913960934E-3,120.0000048E-3,
,,,-80.875553191E-3,2.1200001,,,,,-80.875553191E-3,2.2800002,,,,,-80.875553191E-3,-80.000005662E-3,,,,,-80.875553191E-3,0.0,,,,,-80.875553191E-3,1.4000001,,,,,-80.875553191E-3,1.4800001,,,,,-80.875553191E-3,40.00000283E-3,,,,,-80.875553191E-3,200.00001788E-3,
,,,-80.837152898E-3,2.3600001,,,,,-80.837152898E-3,2.2800002,,,,,-80.837152898E-3,80.000005662E-3,,,,,-80.837152898E-3,0.0,,,,,-80.837152898E-3,1.5600001,,,,,-80.837152898E-3,1.4800001,,,,,-80.837152898E-3,200.00001788E-3,,,,,-80.837152898E-3,120.0000048E-3,
,,,-80.798752606E-3,2.1200001,,,,,-80.798752606E-3,2.2800002,,,,,-80.798752606E-3,-80.000005662E-3,,,,,-80.798752606E-3,0.0,,,,,-80.798752606E-3,1.4000001,,,,,-80.798752606E-3,1.4800001,,,,,-80.798752606E-3,40.00000283E-3,,,,,-80.798752606E-3,120.0000048E-3,
,,,-80.760352314E-3,2.3600001,,,,,-80.760352314E-3,2.2800002,,,,,-80.760352314E-3,80.000005662E-3,,,,,-80.760352314E-3,0.0,,,,,-80.760352314E-3,1.5600001,,,,,-80.760352314E-3,1.4800001,,,,,-80.760352314E-3,200.00001788E-3,,,,,-80.760352314E-3,120.0000048E-3,
,,,-80.721944571E-3,2.1200001,,,,,-80.721944571E-3,2.2800002,,,,,-80.721944571E-3,-80.000005662E-3,,,,,-80.721944571E-3,0.0,,,,,-80.721944571E-3,1.4000001,,,,,-80.721944571E-3,1.4000001,,,,,-80.721944571E-3,40.00000283E-3,,,,,-80.721944571E-3,120.0000048E-3,
,,,-80.683544278E-3,2.3600001,,,,,-80.683544278E-3,2.2800002,,,,,-80.683544278E-3,80.000005662E-3,,,,,-80.683544278E-3,0.0,,,,,-80.683544278E-3,1.5600001,,,,,-80.683544278E-3,1.4800001,,,,,-80.683544278E-3,200.00001788E-3,,,,,-80.683544278E-3,120.0000048E-3,
,,,-80.645143986E-3,2.1200001,,,,,-80.645143986E-3,2.2800002,,,,,-80.645143986E-3,-80.000005662E-3,,,,,-80.645143986E-3,0.0,,,,,-80.645143986E-3,1.4000001,,,,,-80.645143986E-3,1.4800001,,,,,-80.645143986E-3,40.00000283E-3,,,,,-80.645143986E-3,120.0000048E-3,
,,,-80.606736243E-3,2.3600001,,,,,-80.606736243E-3,2.2800002,,,,,-80.606736243E-3,80.000005662E-3,,,,,-80.606736243E-3,0.0,,,,,-80.606736243E-3,1.5600001,,,,,-80.606736243E-3,1.4800001,,,,,-80.606736243E-3,200.00001788E-3,,,,,-80.606736243E-3,120.0000048E-3,
,,,-80.568335950E-3,2.1200001,,,,,-80.568335950E-3,2.2800002,,,,,-80.568335950E-3,-80.000005662E-3,,,,,-80.568335950E-3,0.0,,,,,-80.568335950E-3,1.4000001,,,,,-80.568335950E-3,1.4800001,,,,,-80.568335950E-3,40.00000283E-3,,,,,-80.568335950E-3,120.0000048E-3,
,,,-80.529935658E-3,2.2800002,,,,,-80.529935658E-3,2.2800002,,,,,-80.529935658E-3,80.000005662E-3,,,,,-80.529935658E-3,0.0,,,,,-80.529935658E-3,1.5600001,,,,,-80.529935658E-3,1.4800001,,,,,-80.529935658E-3,200.00001788E-3,,,,,-80.529935658E-3,120.0000048E-3,
,,,-80.491527915E-3,2.1200001,,,,,-80.491527915E-3,2.2800002,,,,,-80.491527915E-3,-80.000005662E-3,,,,,-80.491527915E-3,0.0,,,,,-80.491527915E-3,1.4000001,,,,,-80.491527915E-3,1.4800001,,,,,-80.491527915E-3,40.00000283E-3,,,,,-80.491527915E-3,120.0000048E-3,
,,,-80.453127623E-3,2.3600001,,,,,-80.453127623E-3,2.2000000,,,,,-80.453127623E-3,80.000005662E-3,,,,,-80.453127623E-3,0.0,,,,,-80.453127623E-3,1.5600001,,,,,-80.453127623E-3,1.4800001,,,,,-80.453127623E-3,200.00001788E-3,,,,,-80.453127623E-3,120.0000048E-3,
,,,-80.414727330E-3,2.1200001,,,,,-80.414727330E-3,2.2000000,,,,,-80.414727330E-3,-80.000005662E-3,,,,,-80.414727330E-3,-80.000005662E-3,,,,,-80.414727330E-3,1.4000001,,,,,-80.414727330E-3,1.5600001,,,,,-80.414727330E-3,40.00000283E-3,,,,,-80.414727330E-3,120.0000048E-3,
,,,-80.376327038E-3,2.2800002,,,,,-80.376327038E-3,2.2000000,,,,,-80.376327038E-3,80.000005662E-3,,,,,-80.376327038E-3,0.0,,,,,-80.376327038E-3,1.5600001,,,,,-80.376327038E-3,1.4800001,,,,,-80.376327038E-3,200.00001788E-3,,,,,-80.376327038E-3,120.0000048E-3,
,,,-80.337919295E-3,2.1200001,,,,,-80.337919295E-3,2.2000000,,,,,-80.337919295E-3,-80.000005662E-3,,,,,-80.337919295E-3,0.0,,,,,-80.337919295E-3,1.4000001,,,,,-80.337919295E-3,1.4800001,,,,,-80.337919295E-3,40.00000283E-3,,,,,-80.337919295E-3,120.0000048E-3,
,,,-80.299519002E-3,2.2800002,,,,,-80.299519002E-3,2.2000000,,,,,-80.299519002E-3,80.000005662E-3,,,,,-80.299519002E-3,0.0,,,,,-80.299519002E-3,1.5600001,,,,,-80.299519002E-3,1.4800001,,,,,-80.299519002E-3,200.00001788E-3,,,,,-80.299519002E-3,120.0000048E-3,
,,,-80.261118710E-3,2.1200001,,,,,-80.261118710E-3,2.2000000,,,,,-80.261118710E-3,-80.000005662E-3,,,,,-80.261118710E-3,0.0,,,,,-80.261118710E-3,1.4000001,,,,,-80.261118710E-3,1.5600001,,,,,-80.261118710E-3,40.00000283E-3,,,,,-80.261118710E-3,120.0000048E-3,
,,,-80.222710967E-3,2.2800002,,,,,-80.222710967E-3,2.2000000,,,,,-80.222710967E-3,80.000005662E-3,,,,,-80.222710967E-3,0.0,,,,,-80.222710967E-3,1.5600001,,,,,-80.222710967E-3,1.4800001,,,,,-80.222710967E-3,200.00001788E-3,,,,,-80.222710967E-3,120.0000048E-3,
,,,-80.184310675E-3,2.1200001,,,,,-80.184310675E-3,2.2800002,,,,,-80.184310675E-3,-80.000005662E-3,,,,,-80.184310675E-3,0.0,,,,,-80.184310675E-3,1.4000001,,,,,-80.184310675E-3,1.4800001,,,,,-80.184310675E-3,40.00000283E-3,,,,,-80.184310675E-3,40.00000283E-3,
,,,-80.145910382E-3,2.2800002,,,,,-80.145910382E-3,2.2000000,,,,,-80.145910382E-3,80.000005662E-3,,,,,-80.145910382E-3,-80.000005662E-3,,,,,-80.145910382E-3,1.6400001,,,,,-80.145910382E-3,1.4800001,,,,,-80.145910382E-3,200.00001788E-3,,,,,-80.145910382E-3,120.0000048E-3,
,,,-80.107502639E-3,2.0400002,,,,,-80.107502639E-3,2.2000000,,,,,-80.107502639E-3,-80.000005662E-3,,,,,-80.107502639E-3,0.0,,,,,-80.107502639E-3,1.4000001,,,,,-80.107502639E-3,1.4800001,,,,,-80.107502639E-3,40.00000283E-3,,,,,-80.107502639E-3,120.0000048E-3,
,,,-80.069102347E-3,2.2800002,,,,,-80.069102347E-3,2.2000000,,,,,-80.069102347E-3,80.000005662E-3,,,,,-80.069102347E-3,0.0,,,,,-80.069102347E-3,1.5600001,,,,,-80.069102347E-3,1.4800001,,,,,-80.069102347E-3,200.00001788E-3,,,,,-80.069102347E-3,120.0000048E-3,
,,,-80.030702055E-3,2.1200001,,,,,-80.030702055E-3,2.2000000,,,,,-80.030702055E-3,-80.000005662E-3,,,,,-80.030702055E-3,0.0,,,,,-80.030702055E-3,1.4000001,,,,,-80.030702055E-3,1.5600001,,,,,-80.030702055E-3,40.00000283E-3,,,,,-80.030702055E-3,40.00000283E-3,
,,,-79.992301762E-3,2.2800002,,,,,-79.992301762E-3,2.2000000,,,,,-79.992301762E-3,80.000005662E-3,,,,,-79.992301762E-3,-80.000005662E-3,,,,,-79.992301762E-3,1.5600001,,,,,-79.992301762E-3,1.4800001,,,,,-79.992301762E-3,200.00001788E-3,,,,,-79.992301762E-3,120.0000048E-3,
,,,-79.953894019E-3,2.0400002,,,,,-79.953894019E-3,2.2000000,,,,,-79.953894019E-3,-80.000005662E-3,,,,,-79.953894019E-3,0.0,,,,,-79.953894019E-3,1.4000001,,,,,-79.953894019E-3,1.4800001,,,,,-79.953894019E-3,40.00000283E-3,,,,,-79.953894019E-3,120.0000048E-3,
,,,-79.915493727E-3,2.2800002,,,,,-79.915493727E-3,2.2000000,,,,,-79.915493727E-3,80.000005662E-3,,,,,-79.915493727E-3,0.0,,,,,-79.915493727E-3,1.5600001,,,,,-79.915493727E-3,1.4800001,,,,,-79.915493727E-3,200.00001788E-3,,,,,-79.915493727E-3,120.0000048E-3,
,,,-79.877093434E-3,2.0400002,,,,,-79.877093434E-3,2.2000000,,,,,-79.877093434E-3,-80.000005662E-3,,,,,-79.877093434E-3,0.0,,,,,-79.877093434E-3,1.4000001,,,,,-79.877093434E-3,1.4800001,,,,,-79.877093434E-3,40.00000283E-3,,,,,-79.877093434E-3,120.0000048E-3,
,,,-79.838685691E-3,2.2800002,,,,,-79.838685691E-3,2.2000000,,,,,-79.838685691E-3,80.000005662E-3,,,,,-79.838685691E-3,-80.000005662E-3,,,,,-79.838685691E-3,1.5600001,,,,,-79.838685691E-3,1.5600001,,,,,-79.838685691E-3,200.00001788E-3,,,,,-79.838685691E-3,120.0000048E-3,
,,,-79.800285399E-3,2.0400002,,,,,-79.800285399E-3,2.2000000,,,,,-79.800285399E-3,-80.000005662E-3,,,,,-79.800285399E-3,0.0,,,,,-79.800285399E-3,1.4000001,,,,,-79.800285399E-3,1.4800001,,,,,-79.800285399E-3,40.00000283E-3,,,,,-79.800285399E-3,120.0000048E-3,
,,,-79.761885107E-3,2.2800002,,,,,-79.761885107E-3,2.2000000,,,,,-79.761885107E-3,80.000005662E-3,,,,,-79.761885107E-3,0.0,,,,,-79.761885107E-3,1.5600001,,,,,-79.761885107E-3,1.4800001,,,,,-79.761885107E-3,200.00001788E-3,,,,,-79.761885107E-3,120.0000048E-3,
,,,-79.723484814E-3,2.0400002,,,,,-79.723484814E-3,2.2000000,,,,,-79.723484814E-3,-80.000005662E-3,,,,,-79.723484814E-3,0.0,,,,,-79.723484814E-3,1.4000001,,,,,-79.723484814E-3,1.5600001,,,,,-79.723484814E-3,40.00000283E-3,,,,,-79.723484814E-3,120.0000048E-3,
,,,-79.685077071E-3,2.2800002,,,,,-79.685077071E-3,2.2000000,,,,,-79.685077071E-3,80.000005662E-3,,,,,-79.685077071E-3,0.0,,,,,-79.685077071E-3,1.6400001,,,,,-79.685077071E-3,1.4800001,,,,,-79.685077071E-3,200.00001788E-3,,,,,-79.685077071E-3,120.0000048E-3,
,,,-79.646676779E-3,2.0400002,,,,,-79.646676779E-3,2.2000000,,,,,-79.646676779E-3,-80.000005662E-3,,,,,-79.646676779E-3,0.0,,,,,-79.646676779E-3,1.4000001,,,,,-79.646676779E-3,1.4800001,,,,,-79.646676779E-3,40.00000283E-3,,,,,-79.646676779E-3,120.0000048E-3,
,,,-79.608276486E-3,2.2800002,,,,,-79.608276486E-3,2.2000000,,,,,-79.608276486E-3,80.000005662E-3,,,,,-79.608276486E-3,0.0,,,,,-79.608276486E-3,1.6400001,,,,,-79.608276486E-3,1.4800001,,,,,-79.608276486E-3,200.00001788E-3,,,,,-79.608276486E-3,120.0000048E-3,
,,,-79.569868743E-3,2.0400002,,,,,-79.569868743E-3,2.2000000,,,,,-79.569868743E-3,-80.000005662E-3,,,,,-79.569868743E-3,0.0,,,,,-79.569868743E-3,1.4000001,,,,,-79.569868743E-3,1.4800001,,,,,-79.569868743E-3,40.00000283E-3,,,,,-79.569868743E-3,120.0000048E-3,
,,,-79.531468451E-3,2.2800002,,,,,-79.531468451E-3,2.2000000,,,,,-79.531468451E-3,80.000005662E-3,,,,,-79.531468451E-3,0.0,,,,,-79.531468451E-3,1.6400001,,,,,-79.531468451E-3,1.5600001,,,,,-79.531468451E-3,200.00001788E-3,,,,,-79.531468451E-3,120.0000048E-3,
,,,-79.493068159E-3,2.0400002,,,,,-79.493068159E-3,2.2000000,,,,,-79.493068159E-3,-80.000005662E-3,,,,,-79.493068159E-3,0.0,,,,,-79.493068159E-3,1.4000001,,,,,-79.493068159E-3,1.5600001,,,,,-79.493068159E-3,40.00000283E-3,,,,,-79.493068159E-3,120.0000048E-3,
,,,-79.454660416E-3,2.2800002,,,,,-79.454660416E-3,2.2000000,,,,,-79.454660416E-3,80.000005662E-3,,,,,-79.454660416E-3,0.0,,,,,-79.454660416E-3,1.6400001,,,,,-79.454660416E-3,1.4800001,,,,,-79.454660416E-3,200.00001788E-3,,,,,-79.454660416E-3,120.0000048E-3,
,,,-79.416260123E-3,2.0400002,,,,,-79.416260123E-3,2.2000000,,,,,-79.416260123E-3,-80.000005662E-3,,,,,-79.416260123E-3,0.0,,,,,-79.416260123E-3,1.4000001,,,,,-79.416260123E-3,1.5600001,,,,,-79.416260123E-3,40.00000283E-3,,,,,-79.416260123E-3,120.0000048E-3,
,,,-79.377859831E-3,2.2800002,,,,,-79.377859831E-3,2.2000000,,,,,-79.377859831E-3,80.000005662E-3,,,,,-79.377859831E-3,0.0,,,,,-79.377859831E-3,1.6400001,,,,,-79.377859831E-3,1.5600001,,,,,-79.377859831E-3,200.00001788E-3,,,,,-79.377859831E-3,120.0000048E-3,
,,,-79.339459538E-3,2.0400002,,,,,-79.339459538E-3,2.2000000,,,,,-79.339459538E-3,-80.000005662E-3,,,,,-79.339459538E-3,0.0,,,,,-79.339459538E-3,1.4800001,,,,,-79.339459538E-3,1.5600001,,,,,-79.339459538E-3,40.00000283E-3,,,,,-79.339459538E-3,120.0000048E-3,
,,,-79.301051795E-3,2.2000000,,,,,-79.301051795E-3,2.1200001,,,,,-79.301051795E-3,80.000005662E-3,,,,,-79.301051795E-3,0.0,,,,,-79.301051795E-3,1.6400001,,,,,-79.301051795E-3,1.5600001,,,,,-79.301051795E-3,200.00001788E-3,,,,,-79.301051795E-3,200.00001788E-3,
,,,-79.262651503E-3,2.0400002,,,,,-79.262651503E-3,2.1200001,,,,,-79.262651503E-3,-80.000005662E-3,,,,,-79.262651503E-3,0.0,,,,,-79.262651503E-3,1.4000001,,,,,-79.262651503E-3,1.5600001,,,,,-79.262651503E-3,40.00000283E-3,,,,,-79.262651503E-3,120.0000048E-3,
,,,-79.224251211E-3,2.2000000,,,,,-79.224251211E-3,2.2000000,,,,,-79.224251211E-3,80.000005662E-3,,,,,-79.224251211E-3,0.0,,,,,-79.224251211E-3,1.6400001,,,,,-79.224251211E-3,1.4800001,,,,,-79.224251211E-3,200.00001788E-3,,,,,-79.224251211E-3,120.0000048E-3,
,,,-79.185843468E-3,2.0400002,,,,,-79.185843468E-3,2.1200001,,,,,-79.185843468E-3,-80.000005662E-3,,,,,-79.185843468E-3,0.0,,,,,-79.185843468E-3,1.4800001,,,,,-79.185843468E-3,1.5600001,,,,,-79.185843468E-3,40.00000283E-3,,,,,-79.185843468E-3,40.00000283E-3,
,,,-79.147443175E-3,2.2000000,,,,,-79.147443175E-3,2.1200001,,,,,-79.147443175E-3,80.000005662E-3,,,,,-79.147443175E-3,0.0,,,,,-79.147443175E-3,1.6400001,,,,,-79.147443175E-3,1.5600001,,,,,-79.147443175E-3,200.00001788E-3,,,,,-79.147443175E-3,120.0000048E-3,
,,,-79.109042883E-3,2.0400002,,,,,-79.109042883E-3,2.2000000,,,,,-79.109042883E-3,-80.000005662E-3,,,,,-79.109042883E-3,0.0,,,,,-79.109042883E-3,1.4800001,,,,,-79.109042883E-3,1.5600001,,,,,-79.109042883E-3,40.00000283E-3,,,,,-79.109042883E-3,120.0000048E-3,
,,,-79.070635140E-3,2.2000000,,,,,-79.070635140E-3,2.1200001,,,,,-79.070635140E-3,80.000005662E-3,,,,,-79.070635140E-3,0.0,,,,,-79.070635140E-3,1.6400001,,,,,-79.070635140E-3,1.5600001,,,,,-79.070635140E-3,200.00001788E-3,,,,,-79.070635140E-3,120.0000048E-3,
,,,-79.032234848E-3,2.0400002,,,,,-79.032234848E-3,2.1200001,,,,,-79.032234848E-3,-80.000005662E-3,,,,,-79.032234848E-3,0.0,,,,,-79.032234848E-3,1.4800001,,,,,-79.032234848E-3,1.5600001,,,,,-79.032234848E-3,40.00000283E-3,,,,,-79.032234848E-3,120.0000048E-3,
,,,-78.993834555E-3,2.2000000,,,,,-78.993834555E-3,2.1200001,,,,,-78.993834555E-3,80.000005662E-3,,,,,-78.993834555E-3,0.0,,,,,-78.993834555E-3,1.6400001,,,,,-78.993834555E-3,1.5600001,,,,,-78.993834555E-3,200.00001788E-3,,,,,-78.993834555E-3,120.0000048E-3,
,,,-78.955434263E-3,2.0400002,,,,,-78.955434263E-3,2.1200001,,,,,-78.955434263E-3,-80.000005662E-3,,,,,-78.955434263E-3,0.0,,,,,-78.955434263E-3,1.4800001,,,,,-78.955434263E-3,1.5600001,,,,,-78.955434263E-3,40.00000283E-3,,,,,-78.955434263E-3,120.0000048E-3,
,,,-78.917026520E-3,2.2000000,,,,,-78.917026520E-3,2.1200001,,,,,-78.917026520E-3,80.000005662E-3,,,,,-78.917026520E-3,0.0,,,,,-78.917026520E-3,1.6400001,,,,,-78.917026520E-3,1.5600001,,,,,-78.917026520E-3,200.00001788E-3,,,,,-78.917026520E-3,120.0000048E-3,
,,,-78.878626227E-3,1.9600002,,,,,-78.878626227E-3,2.1200001,,,,,-78.878626227E-3,-80.000005662E-3,,,,,-78.878626227E-3,0.0,,,,,-78.878626227E-3,1.4800001,,,,,-78.878626227E-3,1.5600001,,,,,-78.878626227E-3,40.00000283E-3,,,,,-78.878626227E-3,120.0000048E-3,
,,,-78.840225935E-3,2.2000000,,,,,-78.840225935E-3,2.1200001,,,,,-78.840225935E-3,80.000005662E-3,,,,,-78.840225935E-3,0.0,,,,,-78.840225935E-3,1.6400001,,,,,-78.840225935E-3,1.5600001,,,,,-78.840225935E-3,200.00001788E-3,,,,,-78.840225935E-3,120.0000048E-3,
,,,-78.801818192E-3,1.9600002,,,,,-78.801818192E-3,2.1200001,,,,,-78.801818192E-3,-80.000005662E-3,,,,,-78.801818192E-3,-80.000005662E-3,,,,,-78.801818192E-3,1.4800001,,,,,-78.801818192E-3,1.5600001,,,,,-78.801818192E-3,40.00000283E-3,,,,,-78.801818192E-3,120.0000048E-3,
,,,-78.763417900E-3,2.2000000,,,,,-78.763417900E-3,2.1200001,,,,,-78.763417900E-3,80.000005662E-3,,,,,-78.763417900E-3,0.0,,,,,-78.763417900E-3,1.6400001,,,,,-78.763417900E-3,1.5600001,,,,,-78.763417900E-3,200.00001788E-3,,,,,-78.763417900E-3,120.0000048E-3,
,,,-78.725017607E-3,1.9600002,,,,,-78.725017607E-3,2.1200001,,,,,-78.725017607E-3,-80.000005662E-3,,,,,-78.725017607E-3,0.0,,,,,-78.725017607E-3,1.4800001,,,,,-78.725017607E-3,1.5600001,,,,,-78.725017607E-3,40.00000283E-3,,,,,-78.725017607E-3,120.0000048E-3,
,,,-78.686617315E-3,2.2000000,,,,,-78.686617315E-3,2.1200001,,,,,-78.686617315E-3,80.000005662E-3,,,,,-78.686617315E-3,-80.000005662E-3,,,,,-78.686617315E-3,1.6400001,,,,,-78.686617315E-3,1.5600001,,,,,-78.686617315E-3,200.00001788E-3,,,,,-78.686617315E-3,120.0000048E-3,
,,,-78.648209572E-3,1.9600002,,,,,-78.648209572E-3,2.1200001,,,,,-78.648209572E-3,-80.000005662E-3,,,,,-78.648209572E-3,0.0,,,,,-78.648209572E-3,1.4800001,,,,,-78.648209572E-3,1.5600001,,,,,-78.648209572E-3,40.00000283E-3,,,,,-78.648209572E-3,120.0000048E-3,
,,,-78.609809279E-3,2.2000000,,,,,-78.609809279E-3,2.1200001,,,,,-78.609809279E-3,80.000005662E-3,,,,,-78.609809279E-3,0.0,,,,,-78.609809279E-3,1.6400001,,,,,-78.609809279E-3,1.5600001,,,,,-78.609809279E-3,200.00001788E-3,,,,,-78.609809279E-3,120.0000048E-3,
,,,-78.571408987E-3,1.9600002,,,,,-78.571408987E-3,2.1200001,,,,,-78.571408987E-3,-80.000005662E-3,,,,,-78.571408987E-3,0.0,,,,,-78.571408987E-3,1.4800001,,,,,-78.571408987E-3,1.5600001,,,,,-78.571408987E-3,40.00000283E-3,,,,,-78.571408987E-3,120.0000048E-3,
,,,-78.533001244E-3,2.2000000,,,,,-78.533001244E-3,2.1200001,,,,,-78.533001244E-3,80.000005662E-3,,,,,-78.533001244E-3,-80.000005662E-3,,,,,-78.533001244E-3,1.6400001,,,,,-78.533001244E-3,1.5600001,,,,,-78.533001244E-3,200.00001788E-3,,,,,-78.533001244E-3,120.0000048E-3,
,,,-78.494600952E-3,1.9600002,,,,,-78.494600952E-3,2.1200001,,,,,-78.494600952E-3,-80.000005662E-3,,,,,-78.494600952E-3,0.0,,,,,-78.494600952E-3,1.4800001,,,,,-78.494600952E-3,1.5600001,,,,,-78.494600952E-3,40.00000283E-3,,,,,-78.494600952E-3,120.0000048E-3,
,,,-78.456200659E-3,2.2000000,,,,,-78.456200659E-3,2.1200001,,,,,-78.456200659E-3,80.000005662E-3,,,,,-78.456200659E-3,0.0,,,,,-78.456200659E-3,1.6400001,,,,,-78.456200659E-3,1.4800001,,,,,-78.456200659E-3,200.00001788E-3,,,,,-78.456200659E-3,120.0000048E-3,
,,,-78.417792916E-3,1.9600002,,,,,-78.417792916E-3,2.1200001,,,,,-78.417792916E-3,-80.000005662E-3,,,,,-78.417792916E-3,0.0,,,,,-78.417792916E-3,1.4800001,,,,,-78.417792916E-3,1.5600001,,,,,-78.417792916E-3,40.00000283E-3,,,,,-78.417792916E-3,120.0000048E-3,
,,,-78.379392624E-3,2.2000000,,,,,-78.379392624E-3,2.0400002,,,,,-78.379392624E-3,80.000005662E-3,,,,,-78.379392624E-3,0.0,,,,,-78.379392624E-3,1.6400001,,,,,-78.379392624E-3,1.5600001,,,,,-78.379392624E-3,200.00001788E-3,,,,,-78.379392624E-3,120.0000048E-3,
,,,-78.340992332E-3,1.9600002,,,,,-78.340992332E-3,2.0400002,,,,,-78.340992332E-3,-80.000005662E-3,,,,,-78.340992332E-3,0.0,,,,,-78.340992332E-3,1.4800001,,,,,-78.340992332E-3,1.5600001,,,,,-78.340992332E-3,40.00000283E-3,,,,,-78.340992332E-3,120.0000048E-3,
,,,-78.302592039E-3,2.2000000,,,,,-78.302592039E-3,2.1200001,,,,,-78.302592039E-3,80.000005662E-3,,,,,-78.302592039E-3,0.0,,,,,-78.302592039E-3,1.6400001,,,,,-78.302592039E-3,1.5600001,,,,,-78.302592039E-3,200.00001788E-3,,,,,-78.302592039E-3,120.0000048E-3,
,,,-78.264184296E-3,1.9600002,,,,,-78.264184296E-3,2.0400002,,,,,-78.264184296E-3,-80.000005662E-3,,,,,-78.264184296E-3,0.0,,,,,-78.264184296E-3,1.4800001,,,,,-78.264184296E-3,1.5600001,,,,,-78.264184296E-3,40.00000283E-3,,,,,-78.264184296E-3,120.0000048E-3,
,,,-78.225784004E-3,2.1200001,,,,,-78.225784004E-3,2.1200001,,,,,-78.225784004E-3,80.000005662E-3,,,,,-78.225784004E-3,0.0,,,,,-78.225784004E-3,1.6400001,,,,,-78.225784004E-3,1.5600001,,,,,-78.225784004E-3,200.00001788E-3,,,,,-78.225784004E-3,120.0000048E-3,
,,,-78.187383711E-3,1.9600002,,,,,-78.187383711E-3,2.1200001,,,,,-78.187383711E-3,-80.000005662E-3,,,,,-78.187383711E-3,0.0,,,,,-78.187383711E-3,1.4800001,,,,,-78.187383711E-3,1.5600001,,,,,-78.187383711E-3,40.00000283E-3,,,,,-78.187383711E-3,120.0000048E-3,
,,,-78.148975968E-3,2.1200001,,,,,-78.148975968E-3,2.0400002,,,,,-78.148975968E-3,80.000005662E-3,,,,,-78.148975968E-3,0.0,,,,,-78.148975968E-3,1.6400001,,,,,-78.148975968E-3,1.5600001,,,,,-78.148975968E-3,200.00001788E-3,,,,,-78.148975968E-3,120.0000048E-3,
,,,-78.110575676E-3,1.9600002,,,,,-78.110575676E-3,2.1200001,,,,,-78.110575676E-3,-80.000005662E-3,,,,,-78.110575676E-3,0.0,,,,,-78.110575676E-3,1.4800001,,,,,-78.110575676E-3,1.5600001,,,,,-78.110575676E-3,40.00000283E-3,,,,,-78.110575676E-3,120.0000048E-3,
,,,-78.072175384E-3,2.1200001,,,,,-78.072175384E-3,2.0400002,,,,,-78.072175384E-3,80.000005662E-3,,,,,-78.072175384E-3,-80.000005662E-3,,,,,-78.072175384E-3,1.6400001,,,,,-78.072175384E-3,1.5600001,,,,,-78.072175384E-3,200.00001788E-3,,,,,-78.072175384E-3,120.0000048E-3,
